id,name,kcal
I0110102,牛紐約客火鍋片,263
I0110103,牛梅花肉火鍋片,120
I0110104,牛嫩肩里肌火鍋片,188
I01201,牛肚平均值,56
I0120101,牛肚(瘤胃),44
I0120102,牛肚切片(瘤胃),67
I0120201,牛肚(蜂巢胃),107
I0120301,牛筋,157
I0120401,滷牛筋,119
I0200101,山羊帶皮羊肉塊,164
I0200201,山羊前腿肉片,123
I0200301,山羊後腿肉火鍋片,170
I0210101,綿羊肉切片,198
I0210201,法式羊排,260
I0210301,去骨肩頸眼羊肉,198
I0210401,小羊腰脊肉,143
I0210501,綿羊腹脅肉火鍋片,252
I0300101,豬下肩肉,200
I0300201,豬下肩瘦肉,131
I0300301,豬上肩肉,207
I0300401,豬肩胛肉,295
I0300501,豬肩胛排,191
I0300601,豬前腿外腱肉,146
I0302101,豬後腿外腱肉,176
I0302201,豬後腿肉,123
I0302301,豬後腿瘦肉,111
I0304101,豬大里肌,212
I0304201,豬大排,214
I0304301,豬小排,287
I0304401,僧帽肌,209
I0306101,豬小里肌,139
I0308101,豬去皮腹脇肉,360
I0308201,豬帶皮腹脇肉,368
I0308301,豬腹脇排,267
I0310101,豬肝連,199
I0310201,豬頰肉,182
I0310301,豬頸肉,284
I03104,豬絞肉平均值,212
I0310401,豬絞肉(70％瘦肉率),218
I0310402,豬絞肉(90％瘦肉率),205
I0320101,豬心,128
I0320201,豬白管,93
I0320301,豬皮,491
I0320401,豬耳,233
I0320501,豬舌,185
I0320601,豬血,29
I0320701,豬尾,295
I0320801,豬肝,126
I0320901,醃燻豬肝,167
I0321001,膽肝,252
I0321101,豬肚,152
I0321201,熟豬肚,137
I0321301,豬油渣,837
I03214,豬骨湯平均值,8
I0321401,豬大骨湯,7
I0321402,豬肋骨湯,9
I0321403,豬肩骨湯,8
I0321501,豬軟骨,332
I0321601,豬腎,82
I0321701,豬脾臟,79
I0321801,豬大腸,198
I0321901,豬小腸,156
I0322001,豬空腸,186
I0322101,豬前腳,252
I0322201,豬後腳,253
I0322301,豬蹄膀,331
I0322401,滷豬腳,237
I0322501,豬腳筋,72
I0322601,豬腦,125
I0400101,土雞,188
I0400201,肉雞,248
I0400301,烏骨雞,213
I0400401,烤雞,233
I04021,里肌肉平均值,109
I0402101,里肌肉(土雞),112
I0402102,里肌肉(肉雞),106
I0402201,帶骨去皮對切胸(肉雞),104
I0402301,帶骨帶皮對切胸(肉雞),219
I04024,去皮清肉平均值,119
I0402401,去皮清肉(土雞),121
I0402402,去皮清肉(肉雞),117
I04041,骨腿平均值,172
I0404101,骨腿(土雞),130
I0404102,骨腿(肉雞),214
I04042,清腿平均值,157
I0404201,清腿(土雞),142
I0404202,清腿(肉雞),173
I04043,棒棒腿平均值,150
I0404301,棒棒腿(土雞),143
I0404302,棒棒腿(肉雞),157
I04044,雞排平均值,183
I0404401,雞排(土雞),158
I0404402,雞排(肉雞),208
I04061,二節翅平均值,229
I0406101,二節翅(土雞),228
I0406102,二節翅(肉雞),230
I04062,三節翅平均值,210
I0406201,三節翅(土雞),198
I0406202,三節翅(肉雞),222
I0406301,翅腿(肉雞),210
I0410101,雞絞肉,131
I0420101,雞心(肉雞),190
I0420201,雞尾椎,505
I0420301,雞肝(肉雞),111
I0420401,雞胗(肉雞),89
I0420501,冷凍烤雞翅,217
I0420601,雞胸骨湯,9
I0420701,雞睪丸,71
I0420801,雞腳(肉雞),216
I0420901,雞膝軟骨(肉雞),107
I0500101,太空鴨,319
I0500201,番鴨,224
I0500301,太空鴨(去皮),102
I0500401,土番鴨,111
I0502101,櫻桃鴨胸肉片,227
I0504101,鴨腿,282
I0520101,鴨血,29
I0520201,鴨胗,97
I0520301,去骨鴨掌,113
I0520401,鴨腸,94
I0520501,鴨賞,304
I0600101,鵝肉,187
I0600201,茶鵝,352
I0602101,鵝胸肉,120
I0604101,鵝腿肉,130
I0604201,熟鵝腿肉,292
I0620101,鵝心,241
I0620201,鵝肝,123
I0620301,鵝胗,95
I0620401,鵝腸,63
I0700101,火雞肉,141
I0802101,鴕鳥菲力肉排,105
I0804101,鴕鳥沙朗肉排,97
I0810101,鴕腱肉,107
I0810201,鴕腩肉,144
I0900101,雉雞,124
I9900101,虎皮蛙,94
I9900201,蛇肉,85
J0200201,雙髻鯊,117
J0200202,雙髻鯊腹肉,110
J0200301,鯊魚切片,106
J0200401,鯊魚煙,98
J0400101,魟魚,106
J0400201,日本鰻鱺魚片(生),254
J0400301,日本鰻鱺魚片(蒲燒),276
J0400401,灰海鰻,97
J0400501,魩仔魚,56
J04006,魩仔魚平均值(加工),124
J0400601,"魩仔魚(加工,大)",97
J0400602,"魩仔魚(加工,小)",151
J0400701,鹽漬小鱗脂眼鯡(鹹馧仔),228
J0400801,日本銀帶鯡,101
J0400901,日本銀帶鯡(加工),111
J0400902,日本銀帶鯡魚干(丁香魚脯),273
J04010,虱目魚平均值(去皮),179
J0401001,虱目魚(2月),180
J0401002,虱目魚(5月),189
J0401003,虱目魚(8月),124
J0401004,虱目魚(9月),208
J0401005,虱目魚(12月),192
J0401101,虱目魚(含皮),200
J0401201,虱目魚腹肉(虱目魚肚),342
J0401301,草魚切片,166
J0401401,草魚(含皮),91
J0401501,鯉,91
J0401601,鱅,145
J0401701,鬍鯰,194
J0401801,斑海鯰,86
J0401901,長體油胡瓜魚,104
J0402001,香魚,147
J0402101,銀魚,69
J0402201,白肉鮭魚切片,151
J0402301,紅肉鮭魚切片,158
J04024,大西洋鮭魚平均值(去皮),221
J0402401,大西洋鮭魚(台灣養殖),155
J0402402,大西洋鮭魚切片(中段),174
J0402403,大西洋鮭魚切片(尾段),204
J0402404,大西洋鮭魚生魚片,222
J0402405,大西洋鮭魚腹肉,349
J0402501,麥奇鈎吻鮭(去皮),160
J0402601,麥奇鈎吻鮭(含皮),147
J0402701,姬魚,104
J0402801,印度鐮齒魚,49
J0402901,狗母魚(蛇鯔),103
J0403001,鮟鱇,68
J04031,鯔平均值(去皮),152
J0403101,鯔(2月),137
J0403102,鯔(4月),133
J0403103,鯔(8月),224
J0403104,"鯔(11月,雄魚)",129
J0403105,"鯔(11月,雌魚)",141
J0403106,"鯔(12月,雄魚)",137
J0403107,"鯔(12月,雌魚)",149
J0403108,鯔切片,170
J0403201,鯔(含皮),155
J0403301,斑鰭飛魚,94
J0403401,斑鱵,91
J0403501,鱷形叉尾鶴鱵,98
J0403601,金鱗魚,85
J0403701,鱗馬鞭魚,84
J0403801,黃鱔,88
J0403901,石狗公,80
J0404001,環紋簑鮋,79
J0404101,深海鱗角魚,80
J0404201,尖嘴鱸(去皮),98
J0404301,尖嘴鱸(含皮),107
J04044,日本花鱸平均值,98
J0404401,日本花鱸(2月),95
J0404402,日本花鱸((3月),100
J0404403,日本花鱸((8月),95
J0404404,日本花鱸((11月),99
J0404405,日本花鱸((12月),101
J0404501,日本花鱸(含皮),125
J0404601,白鱸,76
J0404701,條紋狼鱸,147
J0404801,鱖,89
J0404901,白緣星鱠,101
J04050,青星九刺鮨平均值,94
J0405001,青星九刺鮨,83
J0405002,青星九刺鮨魚片,104
J0405101,斑帶石斑魚,90
J0405201,斑點九刺鮨(去皮),82
J0405301,斑點九刺鮨(含皮),84
J0405401,棕點石斑魚,115
J0405501,鞍帶石斑魚片,155
J0405601,駝背鱸,83
J0405701,橫紋九刺鮨,85
J0405801,大口黑鱸,130
J0405901,日本紅目大眼鯛,97
J0406001,血斑異大眼鯛,93
J0406101,多鱗沙鮻,90
J0406201,日本馬頭魚,85
J0406301,白馬頭魚,91
J0406401,鬼頭刀魚片,78
J0406501,鬼頭刀,107
J0406601,海鱺,106
J0406602,海鱺魚片,260
J0406701,大口逆鈎鰺,103
J0406801,大甲鰺,105
J0406901,日本竹筴魚,116
J0407001,布氏鯧鰺(去皮),192
J0407101,布氏鯧鰺(含皮),190
J0407201,杜氏鰤,115
J0407301,范氏副葉鰺,108
J0407401,泰勃圓鰺,113
J0407501,烏鯧,92
J0407601,無斑圓鰺,119
J0407701,藍圓鰺,114
J0407801,雙帶鰺,118
J0407901,眼眶魚,113
J0408001,斯氏長鰭烏魴,97
J0408101,史氏紅諧魚,97
J0408201,希氏姬鯛,91
J0408301,赤鰭笛鯛,88
J0408401,孟加拉笛鯛,87
J0408501,前鱗笛鯛,101
J0408601,馬拉巴笛鯛,86
J0408701,單斑笛鯛,106
J0408801,黃擬烏尾鮗,80
J0408901,葉唇笛鯛,118
J0409001,松鯛,98
J0409101,三線磯鱸,130
J0409201,星雞魚,99
J0409301,密點少棘胡椒鯛,94
J0409401,金線魚,119
J0409501,青嘴龍占魚,128
J0409601,網紋龍占魚,101
J0409701,平鯛,175
J0409801,阿部牙鯛,124
J04099,真鯛平均值(去皮),110
J0409901,真鯛(1月),100
J0409902,真鯛(3月),101
J0409903,真鯛(5月),87
J0409904,真鯛(8月),176
J0409905,真鯛(9月),92
J0409906,真鯛(11月),105
J0410001,黃鰭棘鯛,136
J0410101,黑棘鯛(去皮),136
J0410201,黑棘鯛(含皮),163
J0410301,多鱗四指馬鮁,146
J0410401,大黃魚,142
J0410501,小黃魚(去皮),100
J0410601,小黃魚(含皮),100
J0410701,白姑魚,97
J0410801,眼斑擬石首魚,95
J0410901,黃姑魚,89
J0411001,黑或(或字加魚邊),149
J0411101,鮸,104
J0411201,鱗鰭叫姑魚,99
J0411301,黑斑海緋鯉,97
J0411401,斑點雞籠鯧,97
J0411501,花身鯻,157
J0411601,花尾唇指翁(翁加魚邊) ,116
J0411701,尼羅口孵非鯽(去皮),113
J0411801,尼羅口孵非鯽(含皮),125
J0411901,花身副麗魚,112
J0412001,紅色吳郭魚,108
J0412002,台灣鯛魚片(生),110
J0412101,台灣鯛魚片(水煮),130
J0412102,台灣鯛魚片(油煎),162
J0412103,"台灣鯛魚片(烤,190℃,10分鐘)",111
J0412104,"台灣鯛魚片(烤,190℃,20分鐘)",134
J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",127
J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",142
J0412107,台灣鯛魚片(清蒸),112
J0412108,台灣鯛魚片(微波),140
J0412201,台灣鯛魚湯(水煮),5
J0412301,莫三比克口孵非鯽,112
J0412401,薔薇項鰭魚(去皮),96
J0412501,薔薇項鰭魚(含皮),93
J0412601,藍豬齒魚,81
J0412701,福氏鸚哥魚(去皮),84
J0412801,橫紋鸚哥魚(含皮),81
J0412901,藍點鸚哥魚,86
J0413001,金錢魚,196
J0413101,褐臭肚魚,164
J0413201,杜氏刺尾鯛,137
J0413301,後刺尾鯛,102
J0413401,鋸尾鯛,93
J0413501,大眼金梭魚,157
J0413601,鱗網帶鰆切片,272
J0413701,鱗網帶鰆(含皮),263
J0413801,白帶魚,102
J0413901,大目鮪,103
J0414001,正鰹,149
J0414101,花腹鯖,144
J0414201,高麗馬加鰆,119
J0414301,康氏馬加鰆切片(去皮),193
J0414401,康氏馬加鰆切片(含皮),176
J0414501,臺灣馬加鰆,180
J0414601,鮪魚生魚片,100
J0414701,鯖魚(生),417
J0414801,鯖魚(炒),410
J0414802,鯖魚(炸),555
J0414803,"鯖魚(烤,150度,10分)",412
J0414804,"鯖魚(烤,150度,20分)",396
J0414805,"鯖魚(烤,150度,30分)",536
J0414806,"鯖魚(烤,180度,10分)",373
J0414807,"鯖魚(烤,210度,10分)",472
J0414808,鯖魚(煮),375
J0414809,鯖魚(煎),403
J0414810,鯖魚(蒸),392
J0414811,鯖魚(醃製),281
J0414901,旗魚切片,111
J0414902,旗魚腹肉,105
J0415001,刺鯧(去皮),95
J0415101,刺鯧(含皮),155
J0415201,星斑真鯧,214
J04153,銀鯧平均值(去皮),115
J0415301,銀鯧(2月),123
J0415302,銀鯧(3月),120
J0415303,銀鯧(5月),105
J0415304,銀鯧(8月),101
J0415305,銀鯧(12月),126
J0415401,銀鯧(含皮),132
J0415501,斑鱧,119
J0415601,大口鰜切片(含皮),166
J0415701,鰈魚切片,190
J0415801,雙線鬚鰨,92
J0415901,單角革單棘魨(去皮),79
J0416001,單角革單棘魨(含皮),76
J0416101,克氏兔頭魨,77
J0416201,翻車魨腹肉,47
J0416301,犬牙南極魚切片,282
J0416401,低眼無齒芒魚片(芒加魚邊),76
J0416501,秋刀魚,314
J0600101,圓鱈魚鰓肉,84
J0600201,鯛魚下巴,245
J0600301,鯊魚翅,186
J0600401,魚翅唇,47
J0600501,翻車魨魚皮,59
J0600601,鯊魚皮,58
J0700101,油魚卵(加工),445
J0700201,圓鱈魚卵(加工),84
J0700301,鮸魚卵(加工),184
J0700401,鯔魚卵,256
J0700502,鯔魚卵(加工),233
J0700601,鰆魚卵,193
J0700701,鰹魚卵,184
J0702101,鯔魚精囊,89
J0705101,鮟鱇魚肝,136
J0707101,旗魚肚,99
J0707101,鮪魚肚,106
J0800101,小魚干,335
J0800201,扁魚干,354
J0800301,香魚片,307
J0800401,柴魚片,383
J2100101,羅氏沼蝦,88
J2100201,北方長額蝦(加工),122
J2100301,東方異腕蝦,78
J2100401,胭脂蝦,114
J2100501,日本玻璃蝦,83
J2100601,相模後海螯蝦,79
J2100701,中國對蝦,84
J21008,日本對蝦平均值,97
J2100801,日本對蝦(大),97
J2100802,日本對蝦(小),96
J21009,白對蝦平均值,103
J2100901,白對蝦(大),109
J2100902,白對蝦(小),96
J2101001,哈氏彷對蝦,82
J2101101,草對蝦,100
J2101201,藍對蝦,95
J2101301,鬚赤蝦,92
J2101401,大管鞭蝦,88
J2101501,隆脊管鞭蝦,96
J2101601,螳螂蝦,67
J2101701,日本龍蝦,93
J2101801,正櫻蝦(生),88
J2101901,正櫻蝦(熟),97
J2102001,正櫻蝦(加工),253
J2200101,大頭蝦仁,40
J2200201,明蝦仁,52
J2200301,紅蝦仁,43
J2200401,海鱸蝦仁,73
J2200501,草蝦仁,44
J2200601,鳳尾蝦仁,64
J2200701,鬚赤蝦仁,80
J2200801,龍蝦卵(調味),64
J2300101,蝦皮,155
J2300201,蝦米,264
J2300301,金鉤蝦乾,257
J2500101,紅蟳,122
J2500201,蛙形蟹,72
J2600101,蟹腳肉,52
J3100101,竹蟶(冷凍),42
J31002,真牡蠣平均值,54
J3100201,真牡蠣,49
J3100202,帶殼真牡蠣(生蠔),59
J3100301,黑齒牡蠣,55
J3100401,蝦夷海扇蛤,70
J3100501,綠殼菜蛤,96
J3100601,綠殼菜蛤干(淡菜),263
J3100701,西施舌,53
J3100801,台灣蜆,51
J3100901,大文蛤,21
J3101001,文蛤,37
J3101101,波紋橫簾蛤 ,48
J3101201,菲律賓簾蛤,37
J3101301,環文蛤,46
J3200101,干貝(冷凍),57
J32002,干貝(乾)平均值,242
J3200201,干貝(乾),256
J3200202,小干貝(乾),228
J3300101,牡蠣干,243
J35001,真烏賊平均值,57
J3500101,真烏賊(大),61
J3500102,真烏賊(小),53
J3500201,章魚,61
J3500301,阿根廷魷,71
J3500401,泡魷魚,50
J3500501,台灣鎖管,72
J3500601,尖鎖管 ,100
J3500701,軟翅仔,70
J3500801,香螺 ,86
J3500901,象牙鳳螺,78
J3501001,泥螺,95
J3501101,雪螺,40
J3501201,九孔螺,73
J3501301,鮑魚,69
J3501401,蠑螺(加工),65
J3501501,蝸牛肉,78
J3600101,烏賊精囊,43
J3700101,小卷干,246
J3700201,鹹小卷,98
J4100101,白海參,32
J4100201,仿刺參,36
J4100301,南美刺參,52
J4100401,紅海參,33
J4100501,黑烏參,29
J5100101,海蜇皮,19
K01001,雞蛋平均值,134
K0100101,雞蛋(白殼),137
K0100102,雞蛋(黃殼),132
K0100201,土雞蛋,129
K0100301,烏骨雞蛋,160
K0100401,雞蛋(高DHA),132
K0100501,雞蛋(高次亞麻油酸),139
K0100601,雞蛋(高亞麻油酸),133
K0100701,初卵雞蛋,136
K0100801,雞蛋(高維生素A&E),134
K0100901,雞蛋(高維生素E),143
K01061,雞蛋白平均值,50
K0106101,雞蛋白(白殼),48
K0106102,雞蛋白(黃殼),52
K0106201,烏骨雞蛋白,47
K01081,雞蛋黃平均值,308
K0108101,雞蛋黃(白殼),330
K0108102,雞蛋黃(黃殼),286
K0108201,烏骨雞蛋黃,344
K0108301,雞蛋黃(高維生素E),314
K0110101,溫泉蛋,127
K0111101,雞水煮蛋,144
K01113,雞皮蛋平均值,127
K0111601,雞水煮蛋白,61
K0111801,雞水煮蛋黃,343
K01121,茶葉蛋平均值,141
K0112101,茶葉蛋(市售),138
K0112102,茶葉蛋(浸泡隔夜),145
K0112601,茶葉蛋白(浸泡隔夜),58
K0112801,茶葉蛋黃(浸泡隔夜),342
K0113101,雞皮蛋,132
K0113201,土雞皮蛋,122
K01201,滷蛋平均值,171
K0120101,雞滷蛋(市售),191
K0120102,雞滷蛋(現煮),178
K0120103,雞滷蛋(浸泡隔夜),182
K01206,滷蛋白平均值,75
K0120601,雞滷蛋白(現煮),84
K0120602,雞滷蛋白(浸泡隔夜),89
K01208,滷蛋黃平均值,378
K0120801,雞滷蛋黃(現煮),376
K0120802,雞滷蛋黃(浸泡隔夜),382
K0121101,雞鐵蛋,288
K0122101,雞水波蛋,147
K0123101,荷包蛋(不加油),162
K0123201,荷包蛋(加油1小匙),192
K0150101,煎蛋(不加油),161
K0150201,炒蛋(加油3大匙),215
K01503,蒸蛋平均值,64
K0150301,蒸蛋(市售),32
K0150302,蒸蛋(微波爐),82
K0150303,蒸蛋(電鍋),80
K0200101,鴨蛋,187
K0200201,紅面番鴨蛋,198
K0206101,鴨蛋白,47
K0208101,鴨蛋黃,347
K0213101,鴨皮蛋,158
K02141,鴨鹹蛋平均值,185
K0214101,鴨生鹹蛋,187
K0214102,鴨熟鹹蛋,185
K0214103,鴨熟鹹蛋(薄鹽),185
K0214801,鴨鹹蛋黃,533
K0300101,鵪鶉蛋,172
K0311101,鵪鶉水煮蛋,163
K0313101,鵪鶉皮蛋,158
K0314101,鵪鶉鹹蛋,171
K0320101,鵪鶉滷蛋,200
K0321101,鵪鶉鐵蛋,439
K0400101,鴿蛋,96
K0500102,鵝蛋,179
L0100101,高脂鮮乳,73
L01021,全脂鮮乳平均值,63
L0102101,全脂鮮乳(1月取樣),62
L0102102,全脂鮮乳(4月取樣),62
L0102103,全脂鮮乳(6月取樣),63
L0102104,全脂鮮乳(9月取樣),64
L0102105,全脂鮮乳(10月取樣),64
L0102106,全脂鮮乳(11月取樣),62
L0102107,全脂鮮乳(12月取樣),64
L0104101,中脂鮮乳,48
L0106101,低脂鮮乳,43
L0110101,高脂強化鮮乳(鈣強化),68
L0110201,高脂強化鮮乳(寡醣強化),69
L0114101,中脂強化鮮乳(脂肪酸調整),59
L0116101,低脂強化鮮乳(維生素E強化),41
L0116201,低脂強化鮮乳(寡醣強化),46
L0118101,脫脂強化鮮乳(鈣強化),42
L0118201,脫脂強化鮮乳(寡醣強化),36
L0118301,脫脂強化鮮乳(鐵強化),41
L0124101,中脂調味乳(巧克力),61
L0124201,中脂調味乳(多穀類),65
L0124301,中脂調味乳(果汁),54
L0124401,中脂調味乳(鈣強化),67
L0124501,中脂調味乳(維生素強化),59
L0124601,中脂調味乳(纖維&維生素E強化),64
L0126101,低脂調味乳(木瓜),61
L0130101,高脂保久乳,71
L0132101,全脂保久乳,62
L0134101,中脂保久乳,48
L0146101,低脂強化保久乳(寡糖強化),46
L0154101,中脂調味保久乳(巧克力),59
L0154201,中脂調味保久乳(布丁),61
L0200101,全脂奶粉,504
L0204101,部份脫脂奶粉,420
L0204201,部份脫脂奶粉(即溶),445
L0204301,部份脫脂低乳糖奶粉,416
L0207101,脫脂奶粉,361
L0207201,脫脂奶粉(即溶),360
L0211101,全脂強化奶粉(纖維強化),494
L0214101,部份脫脂強化奶粉(鈣強化),408
L0214201,部份脫脂強化奶粉(纖維&DHA強化),466
L0214301,部份脫脂強化奶粉(纖維&鈣強化),373
L0214401,部份脫脂強化奶粉(脂肪酸調整),481
L0217101,脫脂強化奶粉(抗氧化),365
L0217201,脫脂強化奶粉(鈣&維生素A強化),360
L0217301,"脫脂強化奶粉(鈣&維生素C,E強化)",360
L0217401,脫脂強化奶粉(鈣&鐵強化),360
L0224101,部份脫脂調味奶粉(巧克力),391
L0224201,部份脫脂調味奶粉(果汁),430
L0308101,脫脂稀釋發酵乳,68
L0308201,脫脂稀釋發酵乳(鈣強化),72
L0312101,全脂濃稠發酵乳,90
L0314101,中脂濃稠發酵乳,80
L0314201,中脂濃稠發酵乳(無糖&纖維強化),73
L0314301,中脂濃稠發酵乳(草莓),88
L0316101,低脂濃稠發酵乳,73
L0318101,脫脂濃稠發酵乳,63
L0318201,脫脂濃稠發酵乳(低熱量),37
L0318301,脫脂濃稠發酵乳(草莓),68
L0318401,脫脂濃稠發酵乳(啤酒酵母),34
L0320101,高脂凝態發酵乳(纖維強化),91
L0322101,全脂凝態發酵乳,97
L0324101,中脂凝態發酵乳(草莓),102
L0324201,中脂凝態發酵乳(蘆薈),89
L0328101,脫脂凝態發酵乳(纖維強化),84
L0338101,脫脂保久稀釋發酵乳,46
L0348101,脫脂保久濃稠發酵乳(草莓&蘋果),68
L0400101,淡煉乳,136
L0400201,加糖部份脫脂煉乳,318
L0500101,切片乾酪,309
L0500201,切片乾酪(低脂),241
L0500301,刨絲乾酪,323
L0500401,乾酪粉,484
L1000101,鮮奶可可,77
L1000201,木瓜牛奶,41
L1100101,高脂鮮羊乳,65
L1104101,中脂鮮羊乳,48
L1132101,保久羊乳,59
L1154101,中脂調味保久羊乳(巧克力),59
L1154201,中脂調味保久羊乳(果汁),75
L1200101,全脂羊奶粉,510
L1200201,全脂羊奶粉(即溶),517
M0100101,牛油(未精煉),642
M0100201,牛油(精煉),885
M0200101,豬油,890
M0200201,高油酸豬油,893
M0300101,雞油,891
M0900101,"奶油(固態,不加鹽)",733
M0900201,"奶油(固態,加鹽)",699
M0900301,奶油(液態),340
M1000101,人造奶油(維生素強化),725
M1000201,中脂人造奶油,674
M1000301,人造奶油(低熱量),94
M1100101,大豆油,884
M1100201,大豆油(卵磷脂強化),880
M1100301,大豆油(多種維生素強化),883
M1200101,玉米油,883
M1300101,米油(秈米),883
M1300201,米油(粳米),883
M1400101,亞麻仁油,820
M1500101,白芝麻油,884
M1500201,黑芝麻油,881
M1550101,調合芝麻油,884
M1600101,花生油,883
M1650101,調合花生油,884
M1700101,油菜籽油,883
M1800101,芥花油,883
M1900101,南瓜籽油,883
M2000101,紅花籽油,884
M2000201,高油酸紅花籽油,880
M2100101,核桃油,883
M2200101,油茶油,883
M2200201,熟油茶油,883
M2300101,高油酸棕櫚油,883
M2400101,椰子油,883
M2500101,葵花籽油,884
M2500201,葵花籽油(多種維生素強化),883
M2500301,高油酸葵花籽油,883
M2600101,葡萄籽油,884
M2700101,橄欖油,884
M9900101,烤酥油,883
M9900201,調合植物油,887
M9900301,中鏈脂肪酸油,883
N0100101,方糖,385
N0100201,冰糖,387
N0100301,紅砂糖,385
N0100401,黑砂糖,365
N0200101,麥芽糖,325
N0300101,果糖,297
N0400101,果寡糖,300
N0600101,楓糖,258
N0700101,蜂蜜(冬蜜),315
N0700201,蜂蜜(春蜜),308
N0800101,黑糖蜜,280
N0900101,冬瓜糖磚,360
O0100101,西瓜汁(非原汁),30
O0100201,芭樂汁(非原汁),45
O0100301,柳橙汁(非原汁),50
O0100401,柳橙汁(100%),47
O0100501,烏梅汁,57
O0100601,黑棗茶,46
O0100701,楊桃汁(非原汁),48
O0100801,葡萄柚汁(非原汁),40
O0100901,鳳梨汁(非原汁),47
O0101001,蔓越莓汁(非原汁),45
O0101101,檸檬汁(非原汁),33
O0101201,蘋果汁(非原汁),47
O0101301,蘋果汁(100%),51
O0200101,蕃茄汁(非原汁),22
O0200201,仙草蜜,35
O0200301,薑母茶,28
O0200401,蘆薈露飲料,43
O0200501,黑豆茶,13
O0200601,龜苓茶,33
O0400101,果汁醋飲料(綜合),37
O0600101,可樂,51
O0600201,可樂(低熱量),1
O0600301,沙士,37
O0600401,加鹽沙士,62
O0600501,沙士(低糖),43
O0600601,汽水(綜合口味),42
O0600701,汽水(維生素強化),46
O0700101,美式咖啡(無糖),2
O0700201,無糖咖啡飲料,4
O0700301,拿鐵咖啡(無糖),43
O0700401,咖啡(三合一),39
O0700501,紅茶茶湯,0
O0700601,紅茶(大麥),34
O0700701,紅茶(蘋果),37
O0700801,烏龍茶茶湯,0
O0700901,烏龍茶,0
O0701001,"烏龍茶(去冰,微糖)",16
O0701101,"烏龍茶(去冰,半糖)",21
O0701201,"烏龍茶(去冰,全糖)",36
O0701301,綠茶茶湯,0
O0701401,綠茶,22
O0701501,鮮奶茶(無糖),27
O0701601,奶茶(三合一),42
O0701701,"烏龍奶茶(去冰,微糖)",59
O0701801,"烏龍奶茶(去冰,半糖)",62
O0701901,"烏龍奶茶(去冰,全糖)",75
O0702001,"珍珠奶茶(去冰,微糖)",75
O0702101,"珍珠奶茶(去冰,半糖)",84
O0702201,"珍珠奶茶(去冰,全糖)",94
O0702301,奶茶沖泡包(三合一),452
O0702401,茉莉花茶湯,0
O0702501,茉莉花茶,28
O0702601,菊花茶,30
O0702701,多多綠茶(全糖),49
O0702801,冬瓜茶,33
O0702901,乳酸飲料,45
O0703001,維生素強化飲料(胡蘿蔔素),39
O0703101,維生素強化飲料(綜合),54
O0703201,維生素強化飲料(維生素C),57
O0703301,運動飲料,28
O0703401,米醋飲料,52
O0900101,即溶咖啡粉,318
O0900201,咖啡沖泡包(二合一),478
O0900301,咖啡沖泡包(三合一),437
O0900401,紅茶沖泡包(檸檬),397
O0900501,米漿粉,440
O0900601,麥片沖泡包(三合一),405
O0900701,三合一麥片(野菜蘑菇),388
O0900801,糙米麩,381
O0900901,麵茶粉,418
O0901001,植物燕麥奶,430
O0901101,杏仁茶沖泡包,398
O0901201,芝麻糊沖泡包,450
O0901301,綜合堅果穀物沖泡包,436
O0901401,豆漿粉,409
O0901501,薑茶沖泡包,399
O9900301,椰奶,49
P0100101,八角,244
P0100201,小茴香粉,342
P0100301,山葵粉,360
P0100401,五香粉,268
P0100501,甘草粉,265
P0100601,肉桂粉,241
P0100701,西洋芹菜片,271
P0100801,花椒粉,271
P0100901,洋香菜片,265
P0101001,洋蔥粉,335
P0101101,白胡椒粉,288
P0101201,紅胡椒粒,320
P0101301,黑胡椒粉,325
P0101401,綠胡椒粒,302
P0101501,迷迭香粉,342
P0101601,荳蔻粉,409
P0101701,蒜粉,300
P0101801,辣椒粉,307
P0101901,薑黃粉,329
P0102001,薑粉,295
P0102101,羅勒片,222
P0200101,七味唐辛子,370
P0200201,沙茶粉,477
P0200301,豆酥,513
P0200401,咖哩粉,344
P0200501,咖哩塊,505
P0200601,油蔥酥,489
P0200701,梅子粉,268
P0200801,椰子粉,606
P0200901,蒜頭酥,436
P0201001,糖粉,399
P0201101,椰漿,207
P0201201,黃耆水,14
P0201301,黃耆片,258
P0300101,岩鹽,2
P0300201,低鈉鹽,11
P0400101,味精,251
P0400201,高鮮味精,269
P0400301,鮮雞精,261
P0400401,鰹魚粉,240
P0500101,高湯塊(排骨),362
P0500201,高湯塊(雞肉),339
P0500301,高湯(豬大骨),49
P0500401,低脂高湯,2
P0500501,素食高湯,17
P0600101,米醋,10
P0600201,糯米醋,17
P0600301,高梁醋,27
P0600401,薏仁醋,13
P0600501,紅醋,4
P0600601,香醋,3
P0600701,烏醋,37
P0600801,素食烏醋,42
P0600901,壽司醋,181
P0700101,醬油,90
P0700201,薏仁醬油,83
P0700301,黑豆醬油,113
P0700401,淡色醬油,77
P0700501,薄鹽醬油(低鈉),77
P0700601,薄鹽醬油(低鈉高鉀),56
P0700701,醬油膏,103
P0700801,黑豆油膏,146
P0700901,薄鹽黑豆醬油膏,124
P0800101,味醂,220
P0800201,鮮味露,74
P0800301,蠔油,156
P0800401,魚露,64
P0900101,紅辣椒油,899
